event_id,event_time,campaign_id,campaign_name,c_name,priority,cost
90,1714687200000,4,friends_referrals_4_c554b77114,friends_referrals_,1,177.45571830483536
91,1714687200000,10,friends_referrals_10_1b7ad13458,friends_referrals_,1,144.51168463738955
92,1714687200000,11,google_search_11_56e2a09ed5,google_search_,3,122.27166565481801
93,1714687200000,30,facebook_ads_30_3411ac6aea,facebook_ads_,4,160.15335708917223
94,1714687200000,45,facebook_ads_45_738dd86962,facebook_ads_,4,180.66349848876945
95,1714690800000,9,instagram_ads_9_2490ca8150,instagram_ads_,2,149.1362969826527
96,1714690800000,4,friends_referrals_4_c554b77114,friends_referrals_,1,113.72678362674377
97,1714690800000,10,friends_referrals_10_1b7ad13458,friends_referrals_,1,128.70456863974846
98,1714690800000,11,google_search_11_56e2a09ed5,google_search_,3,157.84057794274932
99,1714690800000,30,facebook_ads_30_3411ac6aea,facebook_ads_,4,170.1132674599542
100,1714690800000,45,facebook_ads_45_738dd86962,facebook_ads_,4,92.31529629977072
101,1714694400000,4,friends_referrals_4_c554b77114,friends_referrals_,1,158.18508902879637
102,1714694400000,10,friends_referrals_10_1b7ad13458,friends_referrals_,1,122.53402864559355
103,1714694400000,11,google_search_11_56e2a09ed5,google_search_,3,125.74800737716873
104,1714694400000,30,facebook_ads_30_3411ac6aea,facebook_ads_,4,92.0987958025344
105,1714694400000,45,facebook_ads_45_738dd86962,facebook_ads_,4,166.34628061103376
106,1714698000000,4,friends_referrals_4_c554b77114,friends_referrals_,1,97.83490696340081
107,1714698000000,10,friends_referrals_10_1b7ad13458,friends_referrals_,1,154.87787707837487
108,1714698000000,11,google_search_11_56e2a09ed5,google_search_,3,168.70257193951005
109,1714698000000,30,facebook_ads_30_3411ac6aea,facebook_ads_,4,146.47417434725378
110,1714698000000,45,facebook_ads_45_738dd86962,facebook_ads_,4,93.4715373227822
111,1714701600000,10,friends_referrals_10_1b7ad13458,friends_referrals_,1,138.27794714690546
112,1714701600000,11,google_search_11_56e2a09ed5,google_search_,3,97.07222784356163
113,1714701600000,30,facebook_ads_30_3411ac6aea,facebook_ads_,4,154.46053726984013
114,1714701600000,45,facebook_ads_45_738dd86962,facebook_ads_,4,140.66771719873475
115,1714705200000,11,google_search_11_56e2a09ed5,google_search_,3,81.58421645171018
116,1714705200000,30,facebook_ads_30_3411ac6aea,facebook_ads_,4,97.4874215564779
117,1714705200000,45,facebook_ads_45_738dd86962,facebook_ads_,4,156.26503038374474
118,1714708800000,45,facebook_ads_45_738dd86962,facebook_ads_,4,154.0082782489436
119,1714712400000,45,facebook_ads_45_738dd86962,facebook_ads_,4,94.57524881050526
120,1714716000000,45,facebook_ads_45_738dd86962,facebook_ads_,4,122.36817526459731
121,1714723200000,14,google_search_14_3775b59a56,google_search_,3,174.1743018550536
122,1714726800000,14,google_search_14_3775b59a56,google_search_,3,111.88692031694825
123,1714726800000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,184.12742035652263
124,1714730400000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,123.58228990533101
125,1714730400000,14,google_search_14_3775b59a56,google_search_,3,129.83784940496423
126,1714730400000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,109.19337059464776
127,1714734000000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,99.76627295314997
128,1714734000000,14,google_search_14_3775b59a56,google_search_,3,129.10589562136974
129,1714734000000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,184.8814808876079
130,1714737600000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,131.63242804810665
131,1714737600000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,97.29694135690784
132,1714737600000,14,google_search_14_3775b59a56,google_search_,3,120.02289525189846
133,1714737600000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,174.02956289139024
134,1714741200000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,102.37031800227439
135,1714741200000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,93.56691630835502
136,1714741200000,14,google_search_14_3775b59a56,google_search_,3,122.3966964479009
137,1714741200000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,87.02508641019597
138,1714744800000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,140.1877699945934
139,1714744800000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,139.1289956047349
140,1714744800000,14,google_search_14_3775b59a56,google_search_,3,96.48395702719685
141,1714744800000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,124.75867908168836
142,1714748400000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,166.09091853111408
143,1714748400000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,164.75369307424688
144,1714748400000,14,google_search_14_3775b59a56,google_search_,3,85.51527310263721
145,1714748400000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,81.75499853448422
146,1714752000000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,162.11440315956736
147,1714752000000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,163.9431198092912
148,1714752000000,14,google_search_14_3775b59a56,google_search_,3,153.85688581545145
149,1714752000000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,184.4014249627906
150,1714755600000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,102.88531546402169
151,1714755600000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,179.3655099072784
152,1714755600000,14,google_search_14_3775b59a56,google_search_,3,85.00145197041788
153,1714755600000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,167.31546758394558
154,1714759200000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,105.76729785533311
155,1714759200000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,170.3478622655989
156,1714759200000,14,google_search_14_3775b59a56,google_search_,3,163.75118145310267
157,1714759200000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,164.33788593367476
158,1714762800000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,140.67538142730416
159,1714762800000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,185.4383673280738
160,1714762800000,14,google_search_14_3775b59a56,google_search_,3,84.45312635416217
161,1714762800000,17,google_search_17_a400715565,google_search_,3,155.3871707822907
162,1714762800000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,89.32791058789739
163,1714766400000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,101.73937599542214
164,1714766400000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,81.72559028790975
165,1714766400000,14,google_search_14_3775b59a56,google_search_,3,156.86814376287415
166,1714766400000,17,google_search_17_a400715565,google_search_,3,165.1023036489977
167,1714766400000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,174.05105291763618
168,1714770000000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,106.63759209642836
169,1714770000000,21,instagram_ads_21_cedc53d37b,instagram_ads_,2,103.3364183447209
170,1714770000000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,137.50445616477646
171,1714770000000,14,google_search_14_3775b59a56,google_search_,3,81.10390626813567
172,1714770000000,17,google_search_17_a400715565,google_search_,3,161.6048908174073
173,1714770000000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,150.82655985086748
174,1714773600000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,115.46209968580413
175,1714773600000,21,instagram_ads_21_cedc53d37b,instagram_ads_,2,124.02496574929148
176,1714773600000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,145.38982396380794
177,1714773600000,16,friends_referrals_16_d346d7fef8,friends_referrals_,1,103.30828543946114
178,1714773600000,14,google_search_14_3775b59a56,google_search_,3,113.1985772677468
179,1714773600000,17,google_search_17_a400715565,google_search_,3,127.43099399453402
180,1714773600000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,163.99835787106872
181,1714777200000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,96.26395555953499
182,1714777200000,21,instagram_ads_21_cedc53d37b,instagram_ads_,2,171.8078323798807
183,1714777200000,13,friends_referrals_13_c6e177ff0a,friends_referrals_,1,91.46818521944009
184,1714777200000,14,google_search_14_3775b59a56,google_search_,3,140.64426693610775
185,1714777200000,17,google_search_17_a400715565,google_search_,3,159.08646753616443
186,1714777200000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,111.41690606945615
187,1714777200000,75,facebook_ads_75_bea6eb4c3b,facebook_ads_,4,113.05226399174046
188,1714780800000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,141.2817508699875
189,1714780800000,21,instagram_ads_21_cedc53d37b,instagram_ads_,2,179.99905859864015
190,1714780800000,14,google_search_14_3775b59a56,google_search_,3,112.32849685181561
191,1714780800000,17,google_search_17_a400715565,google_search_,3,107.14074428267435
192,1714780800000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,103.36242790846575
193,1714780800000,75,facebook_ads_75_bea6eb4c3b,facebook_ads_,4,90.06229622216807
194,1714784400000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,146.83648110802167
195,1714784400000,21,instagram_ads_21_cedc53d37b,instagram_ads_,2,141.73786793045556
196,1714784400000,14,google_search_14_3775b59a56,google_search_,3,180.65244023785303
197,1714784400000,17,google_search_17_a400715565,google_search_,3,186.27150549286318
198,1714784400000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,186.98066874968737
199,1714784400000,75,facebook_ads_75_bea6eb4c3b,facebook_ads_,4,95.56856753179977
200,1714788000000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,131.7729384084205
201,1714788000000,21,instagram_ads_21_cedc53d37b,instagram_ads_,2,94.62525514659941
202,1714788000000,14,google_search_14_3775b59a56,google_search_,3,182.9299200055821
203,1714788000000,17,google_search_17_a400715565,google_search_,3,178.93229737295218
204,1714788000000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,142.37591077012098
205,1714788000000,75,facebook_ads_75_bea6eb4c3b,facebook_ads_,4,156.863335038991
206,1714791600000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,173.15106927983737
207,1714791600000,21,instagram_ads_21_cedc53d37b,instagram_ads_,2,153.47060824837024
208,1714791600000,14,google_search_14_3775b59a56,google_search_,3,173.89827109168056
209,1714791600000,17,google_search_17_a400715565,google_search_,3,105.08232808174675
210,1714791600000,60,facebook_ads_60_c107c6b147,facebook_ads_,4,177.1003370850819
211,1714791600000,75,facebook_ads_75_bea6eb4c3b,facebook_ads_,4,143.17606976729644
212,1714795200000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,87.84500416446257
213,1714795200000,21,instagram_ads_21_cedc53d37b,instagram_ads_,2,151.76448003538047
214,1714795200000,17,google_search_17_a400715565,google_search_,3,139.69697718089367
215,1714795200000,75,facebook_ads_75_bea6eb4c3b,facebook_ads_,4,81.58472187298976
216,1714798800000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,101.86092182265782
217,1714798800000,17,google_search_17_a400715565,google_search_,3,162.58770927400124
218,1714798800000,75,facebook_ads_75_bea6eb4c3b,facebook_ads_,4,184.50956615927004
219,1714802400000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,157.64474975721242
220,1714802400000,17,google_search_17_a400715565,google_search_,3,159.65824717024677
221,1714802400000,75,facebook_ads_75_bea6eb4c3b,facebook_ads_,4,100.28688050856374
222,1714806000000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,115.36437842663697
223,1714806000000,17,google_search_17_a400715565,google_search_,3,145.4505860605116
224,1714806000000,20,google_search_20_8905096a23,google_search_,3,119.22814167470388
225,1714806000000,75,facebook_ads_75_bea6eb4c3b,facebook_ads_,4,149.6989420919876
226,1714809600000,18,instagram_ads_18_92b545ab18,instagram_ads_,2,134.31696210104494
227,1714809600000,17,google_search_17_a400715565,google_search_,3,151.82295024473981
228,1714809600000,20,google_search_20_8905096a23,google_search_,3,168.24259858454846
229,1714813200000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,151.71354724937493
230,1714813200000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,116.37984027469687
231,1714813200000,17,google_search_17_a400715565,google_search_,3,101.67014319362623
232,1714813200000,20,google_search_20_8905096a23,google_search_,3,187.62965156395862
233,1714816800000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,171.93575260728613
234,1714816800000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,132.27463742436706
235,1714816800000,20,google_search_20_8905096a23,google_search_,3,132.86177052229954
236,1714820400000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,112.42965045744467
237,1714820400000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,182.3796271404354
238,1714820400000,20,google_search_20_8905096a23,google_search_,3,120.16435108504177
239,1714824000000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,126.17402091044244
240,1714824000000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,176.00367909032914
241,1714824000000,20,google_search_20_8905096a23,google_search_,3,118.29727251621125
242,1714827600000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,121.50487638837811
243,1714827600000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,121.43735073045792
244,1714827600000,20,google_search_20_8905096a23,google_search_,3,144.31774168431826
245,1714831200000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,149.4025177043656
246,1714831200000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,140.93579971760244
247,1714831200000,20,google_search_20_8905096a23,google_search_,3,137.73873016974483
248,1714834800000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,82.67018238847233
249,1714834800000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,99.97062401895151
250,1714834800000,20,google_search_20_8905096a23,google_search_,3,184.7305473704542
251,1714838400000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,97.52700246063156
252,1714838400000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,153.38040344649906
253,1714838400000,20,google_search_20_8905096a23,google_search_,3,148.48717071202458
254,1714842000000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,143.93956487164365
255,1714842000000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,166.04798355608398
256,1714842000000,20,google_search_20_8905096a23,google_search_,3,92.05333252352493
257,1714845600000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,95.89883020979732
258,1714845600000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,158.25558647298124
259,1714845600000,20,google_search_20_8905096a23,google_search_,3,98.20193466530048
260,1714849200000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,181.9224388286492
261,1714849200000,19,friends_referrals_19_3f4a9d9fc3,friends_referrals_,1,96.99914134941082
262,1714849200000,20,google_search_20_8905096a23,google_search_,3,92.6324980434748
263,1714852800000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,143.35486511299965
264,1714852800000,20,google_search_20_8905096a23,google_search_,3,106.71272050053713
265,1714856400000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,178.14296369626757
266,1714856400000,20,google_search_20_8905096a23,google_search_,3,153.04750284239068
267,1714860000000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,156.12880354933935
268,1714860000000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,180.9484922832071
269,1714860000000,20,google_search_20_8905096a23,google_search_,3,114.97877521583766
270,1714860000000,23,google_search_23_a1500edff0,google_search_,3,111.79810710732716
271,1714863600000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,80.83682537616703
272,1714863600000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,96.58039643821918
273,1714863600000,23,google_search_23_a1500edff0,google_search_,3,169.420671136005
274,1714867200000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,86.42526332168086
275,1714867200000,27,instagram_ads_27_51742fd406,instagram_ads_,2,166.39597834719854
276,1714867200000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,108.22406219958368
277,1714867200000,23,google_search_23_a1500edff0,google_search_,3,107.51707526966345
278,1714870800000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,162.332790490382
279,1714870800000,27,instagram_ads_27_51742fd406,instagram_ads_,2,168.20714056184497
280,1714870800000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,179.45362061198912
281,1714870800000,23,google_search_23_a1500edff0,google_search_,3,148.201297808043
282,1714874400000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,178.69552893151265
283,1714874400000,27,instagram_ads_27_51742fd406,instagram_ads_,2,91.9211986133601
284,1714874400000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,114.89799589300975
285,1714874400000,23,google_search_23_a1500edff0,google_search_,3,80.10155116082042
286,1714878000000,24,instagram_ads_24_5a88477c65,instagram_ads_,2,95.67465693307534
287,1714878000000,27,instagram_ads_27_51742fd406,instagram_ads_,2,125.93012960968144
288,1714878000000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,144.12575272675497
289,1714878000000,23,google_search_23_a1500edff0,google_search_,3,137.33692447249675
290,1714881600000,27,instagram_ads_27_51742fd406,instagram_ads_,2,90.66848549782368
291,1714881600000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,169.93132325890045
292,1714881600000,23,google_search_23_a1500edff0,google_search_,3,138.80296575200214
293,1714885200000,27,instagram_ads_27_51742fd406,instagram_ads_,2,167.70897541759382
294,1714885200000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,174.03605245875445
295,1714885200000,23,google_search_23_a1500edff0,google_search_,3,146.53908275467174
296,1714888800000,27,instagram_ads_27_51742fd406,instagram_ads_,2,173.07065572809086
297,1714888800000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,187.85862738461975
298,1714888800000,23,google_search_23_a1500edff0,google_search_,3,124.01619959518541
299,1714892400000,27,instagram_ads_27_51742fd406,instagram_ads_,2,95.22436166225165
300,1714892400000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,99.97979291126745
301,1714892400000,23,google_search_23_a1500edff0,google_search_,3,148.34956998280524
302,1714896000000,27,instagram_ads_27_51742fd406,instagram_ads_,2,187.9985891763225
303,1714896000000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,166.78105436055114
304,1714896000000,23,google_search_23_a1500edff0,google_search_,3,84.66127413537814
305,1714899600000,27,instagram_ads_27_51742fd406,instagram_ads_,2,184.05240428517126
306,1714899600000,22,friends_referrals_22_69b6886d4a,friends_referrals_,1,124.4092805609666
307,1714899600000,23,google_search_23_a1500edff0,google_search_,3,136.87302353879323
308,1714903200000,27,instagram_ads_27_51742fd406,instagram_ads_,2,108.34692237459416
309,1714903200000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,163.03444793080843
310,1714903200000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,134.8664450934452
311,1714903200000,23,google_search_23_a1500edff0,google_search_,3,155.58529521596904
312,1714906800000,27,instagram_ads_27_51742fd406,instagram_ads_,2,189.16278519625968
313,1714906800000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,127.33139158959207
314,1714906800000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,108.13261905840658
315,1714906800000,23,google_search_23_a1500edff0,google_search_,3,172.56328300560511
316,1714910400000,27,instagram_ads_27_51742fd406,instagram_ads_,2,132.17237883913594
317,1714910400000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,81.87364662326766
318,1714910400000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,136.07376939968023
319,1714910400000,23,google_search_23_a1500edff0,google_search_,3,108.89074949842845
320,1714914000000,27,instagram_ads_27_51742fd406,instagram_ads_,2,151.13707271093017
321,1714914000000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,129.10805437288434
322,1714914000000,25,friends_referrals_25_f1a9344085,friends_referrals_,1,134.06793062378344
323,1714914000000,23,google_search_23_a1500edff0,google_search_,3,155.04885652839258
324,1714914000000,26,google_search_26_bb6932ae6d,google_search_,3,119.13996808054176
325,1714917600000,27,instagram_ads_27_51742fd406,instagram_ads_,2,163.69811139225686
326,1714917600000,33,instagram_ads_33_d94e3b0183,instagram_ads_,2,100.99255797269917
