index,event_id,customer_id,event_time,event_name,event_value,additional_details,platform,campaign_id,0,1
30,31,534,1714591552918,place_order,222.93918555791828,"{'flowers': 148.63, 'vase': 74.31, 'chocolate': 0.0, 'delivery_id': 112}",iOS,,25,26
32,33,462,1714591648774,add_to_cart,0.0,,Android,,26,27
12,34,190,1714591768808,install,0.0,,Android,0.0,27,28
35,36,123,1714591959126,add_to_cart,0.0,,iOS,,28,29
36,37,123,1714591980352,go_to_checkout,0.0,,Android,,29,30
37,38,123,1714592003962,place_order,115.45697551721896,"{'flowers': 115.46, 'vase': 0.0, 'chocolate': 0.0, 'delivery_id': 387}",Android,,30,31
14,39,339,1714592081870,install,0.0,,Android,0.0,31,32
39,40,339,1714592099935,add_to_cart,0.0,,iOS,,32,33
15,41,801,1714592214558,install,0.0,,iOS,0.0,33,34
41,42,801,1714592240642,add_to_cart,0.0,,iOS,,34,35
42,43,801,1714592268673,go_to_checkout,0.0,,iOS,,35,36
43,44,801,1714592282066,place_order,217.63996468791836,"{'flowers': 145.09, 'vase': 72.55, 'chocolate': 0.0, 'delivery_id': 437}",Android,,36,37
45,46,714,1714592404710,add_to_cart,0.0,,Android,,37,38
46,47,714,1714592422468,go_to_checkout,0.0,,iOS,,38,39
17,48,742,1714592530056,install,0.0,,Android,0.0,39,40
48,49,742,1714592556909,add_to_cart,0.0,,Android,,40,41
18,50,597,1714592630755,install,0.0,,Android,0.0,41,42
50,51,597,1714592659327,add_to_cart,0.0,,iOS,,42,43
51,52,597,1714592686629,go_to_checkout,0.0,,Android,,43,44
52,53,597,1714592714089,place_order,102.19417128793556,"{'flowers': 102.19, 'vase': 0.0, 'chocolate': 0.0, 'delivery_id': 854}",Android,,44,45
19,54,354,1714592791754,install,0.0,,Android,0.0,45,46
55,56,354,1714592814404,go_to_checkout,0.0,,Android,,46,47
56,57,354,1714592842896,place_order,190.93254865234297,"{'flowers': 95.47, 'vase': 63.64, 'chocolate': 31.82, 'delivery_id': 117}",Android,,47,48
20,58,184,1714592917195,install,0.0,,iOS,0.0,48,49
21,59,332,1714593080447,install,0.0,,Android,0.0,49,50
59,60,332,1714593107621,add_to_cart,0.0,,Android,,50,51
60,61,332,1714593119250,go_to_checkout,0.0,,iOS,,51,52
61,62,332,1714593136819,place_order,152.66006299773903,"{'flowers': 101.77, 'vase': 50.89, 'chocolate': 0.0, 'delivery_id': 483}",Android,,52,53
22,63,837,1714593216871,install,0.0,,iOS,0.0,53,54
23,64,708,1714593325664,install,0.0,,Android,0.0,54,55
66,67,995,1714593600878,add_to_cart,0.0,,Android,,55,56
26,69,644,1714593780801,install,0.0,,iOS,0.0,56,57
69,70,644,1714593797280,add_to_cart,0.0,,Android,,57,58
27,71,784,1714594004604,install,0.0,,Android,0.0,58,59
72,73,784,1714594034976,go_to_checkout,0.0,,iOS,,59,60
28,74,694,1714594148846,install,0.0,,iOS,0.0,60,61
74,75,694,1714594162321,add_to_cart,0.0,,Android,,61,62
75,76,694,1714594178836,go_to_checkout,0.0,,Android,,62,63
76,77,694,1714594195872,place_order,113.01448892258824,"{'flowers': 56.51, 'vase': 37.67, 'chocolate': 18.84, 'delivery_id': 388}",Android,,63,64
29,78,228,1714594284463,install,0.0,,Android,0.0,64,65
78,79,228,1714594305410,add_to_cart,0.0,,Android,,65,66
79,80,228,1714594323090,go_to_checkout,0.0,,Android,,66,67
80,81,228,1714594337151,place_order,189.39101551663757,"{'flowers': 126.26, 'vase': 63.13, 'chocolate': 0.0, 'delivery_id': 389}",iOS,,67,68
30,82,290,1714594446320,install,0.0,,Android,0.0,68,69
82,83,290,1714594467588,add_to_cart,0.0,,iOS,,69,70
31,84,67,1714594594257,install,0.0,,Android,0.0,70,71
84,85,909,1714594690173,add_to_cart,0.0,,Android,,71,72
32,86,335,1714594781882,install,0.0,,iOS,0.0,72,73
86,87,335,1714594796998,add_to_cart,0.0,,Android,,73,74
33,88,852,1714594970418,install,0.0,,Android,0.0,74,75
34,89,690,1714595210970,install,0.0,,Android,0.0,75,76
89,90,690,1714595232539,add_to_cart,0.0,,iOS,,76,77
90,91,690,1714595255718,go_to_checkout,0.0,,Android,,77,78
35,92,563,1714595337467,install,0.0,,Android,0.0,78,79
92,93,563,1714595356073,add_to_cart,0.0,,Android,,79,80
36,94,122,1714595436906,install,0.0,,Android,0.0,80,81
94,95,122,1714595456219,add_to_cart,0.0,,Android,,81,82
95,96,122,1714595485906,go_to_checkout,0.0,,Android,,82,83
37,97,592,1714595640476,install,0.0,,Android,0.0,83,84
97,98,592,1714595666149,add_to_cart,0.0,,Android,,84,85
98,99,592,1714595688420,go_to_checkout,0.0,,Android,,85,86
38,100,542,1714595796258,install,0.0,,Android,0.0,86,87
100,101,542,1714595806343,add_to_cart,0.0,,Android,,87,88
101,102,542,1714595828271,go_to_checkout,0.0,,Android,,88,89
102,103,542,1714595849640,place_order,202.2601065843477,"{'flowers': 101.13, 'vase': 67.42, 'chocolate': 33.71, 'delivery_id': 408}",Android,,89,90
39,104,75,1714596174601,install,0.0,,Android,0.0,90,91
104,105,75,1714596204459,add_to_cart,0.0,,Android,,91,92
106,107,45,1714596319528,add_to_cart,0.0,,Android,,92,93
41,108,770,1714596511462,install,0.0,,iOS,0.0,93,94
108,109,770,1714596526137,add_to_cart,0.0,,iOS,,94,95
42,110,398,1714596708459,install,0.0,,Android,0.0,95,96
110,111,398,1714596721695,add_to_cart,0.0,,Android,,96,97
111,112,398,1714596751291,go_to_checkout,0.0,,iOS,,97,98
112,113,398,1714596765530,place_order,175.39664497203148,"{'flowers': 116.93, 'vase': 58.47, 'chocolate': 0.0, 'delivery_id': 985}",iOS,,98,99
43,114,137,1714597069817,install,0.0,,Android,0.0,99,100
44,115,730,1714597150399,install,0.0,,Android,0.0,100,101
115,116,364,1714597234277,add_to_cart,0.0,,iOS,,101,102
116,117,364,1714597251835,go_to_checkout,0.0,,Android,,102,103
117,118,364,1714597273006,place_order,191.3754542976284,"{'flowers': 191.38, 'vase': 0.0, 'chocolate': 0.0, 'delivery_id': 11}",iOS,,103,104
45,119,120,1714597368512,install,0.0,,Android,0.0,104,105
119,120,120,1714597381343,add_to_cart,0.0,,Android,,105,106
120,121,120,1714597392825,go_to_checkout,0.0,,Android,,106,107
121,122,120,1714597413523,place_order,234.2618367904127,"{'flowers': 117.13, 'vase': 78.09, 'chocolate': 39.04, 'delivery_id': 802}",Android,,107,108
46,123,782,1714597493321,install,0.0,,iOS,0.0,108,109
47,124,726,1714597782877,install,0.0,,Android,0.0,109,110
124,125,726,1714597796293,add_to_cart,0.0,,Android,,110,111
125,126,726,1714597819705,go_to_checkout,0.0,,Android,,111,112
48,127,544,1714597991137,install,0.0,,Android,0.0,112,113
49,128,280,1714598073267,install,0.0,,Android,0.0,113,114
128,129,280,1714598093125,add_to_cart,0.0,,Android,,114,115
50,130,224,1714598181629,install,0.0,,iOS,0.0,115,116
130,131,224,1714598209090,add_to_cart,0.0,,iOS,,116,117
131,132,224,1714598224798,go_to_checkout,0.0,,Android,,117,118
51,133,676,1714598332291,install,0.0,,Android,0.0,118,119
133,134,676,1714598358685,add_to_cart,0.0,,Android,,119,120
52,137,55,1714598497950,install,0.0,,Android,0.0,120,121
53,139,113,1714598642089,install,0.0,,Android,0.0,121,122
139,140,113,1714598652546,add_to_cart,0.0,,iOS,,122,123
54,142,475,1714598853006,install,0.0,,iOS,0.0,123,124
142,143,475,1714598878640,add_to_cart,0.0,,Android,,124,125
144,145,300,1714599004772,add_to_cart,0.0,,Android,,125,126
145,146,676,1714599111075,add_to_cart,0.0,,Android,,126,127
56,147,582,1714599364390,install,0.0,,Android,0.0,127,128
147,148,582,1714599381195,add_to_cart,0.0,,Android,,128,129
148,149,582,1714599395457,go_to_checkout,0.0,,Android,,129,130
149,150,582,1714599420470,place_order,113.38773616563662,"{'flowers': 75.59, 'vase': 37.8, 'chocolate': 0.0, 'delivery_id': 407}",Android,,130,131
57,151,284,1714599709285,install,0.0,,iOS,0.0,131,132
58,152,39,1714599825964,install,0.0,,Android,0.0,132,133
59,153,878,1714599906058,install,0.0,,iOS,0.0,133,134
155,156,78,1714600023499,go_to_checkout,0.0,,Android,,134,135
61,158,550,1714600237344,install,0.0,,Android,0.0,135,136
159,160,550,1714600271784,go_to_checkout,0.0,,Android,,136,137
62,161,24,1714600361555,install,0.0,,iOS,0.0,137,138
161,162,24,1714600388264,add_to_cart,0.0,,Android,,138,139
63,165,333,1714600509786,install,0.0,,Android,0.0,139,140
64,166,385,1714600595877,install,0.0,,Android,0.0,140,141
65,167,434,1714600672215,install,0.0,,Android,0.0,141,142
167,168,434,1714600691739,add_to_cart,0.0,,iOS,,142,143
66,169,624,1714600889119,install,0.0,,iOS,0.0,143,144
67,170,733,1714601001761,install,0.0,,Android,0.0,144,145
170,171,733,1714601024987,add_to_cart,0.0,,Android,,145,146
171,172,534,1714601107439,add_to_cart,0.0,,Android,,146,147
172,173,534,1714601123441,go_to_checkout,0.0,,Android,,147,148
173,174,534,1714601137355,place_order,199.4228099568068,"{'flowers': 132.95, 'vase': 66.47, 'chocolate': 0.0, 'delivery_id': 403}",iOS,,148,149
68,175,342,1714601253896,install,0.0,,Android,0.0,149,150
175,176,342,1714601283526,add_to_cart,0.0,,iOS,,150,151
69,177,525,1714601392820,install,0.0,,Android,0.0,151,152
177,178,525,1714601419444,add_to_cart,0.0,,iOS,,152,153
70,179,588,1714601499447,install,0.0,,Android,0.0,153,154
71,180,718,1714601660659,install,0.0,,Android,0.0,154,155
72,181,943,1714601852396,install,0.0,,Android,0.0,155,156
73,183,139,1714602053107,install,0.0,,Android,0.0,156,157
183,184,139,1714602067535,add_to_cart,0.0,,iOS,,157,158
184,185,139,1714602097023,go_to_checkout,0.0,,Android,,158,159
185,186,139,1714602117464,place_order,87.71977760797046,"{'flowers': 58.48, 'vase': 29.24, 'chocolate': 0.0, 'delivery_id': 372}",Android,,159,160
74,187,973,1714602413061,install,0.0,,Android,0.0,160,161
187,188,973,1714602438265,add_to_cart,0.0,,Android,,161,162
188,189,973,1714602462721,go_to_checkout,0.0,,iOS,,162,163
189,190,973,1714602473583,place_order,180.4523092965765,"{'flowers': 90.23, 'vase': 60.15, 'chocolate': 30.08, 'delivery_id': 66}",iOS,,163,164
75,191,49,1714602654043,install,0.0,,Android,0.0,164,165
76,192,886,1714602750619,install,0.0,,iOS,0.0,165,166
192,193,886,1714602764722,add_to_cart,0.0,,Android,,166,167
78,195,591,1714603017961,install,0.0,,Android,0.0,167,168
195,196,591,1714603037220,add_to_cart,0.0,,iOS,,168,169
196,197,591,1714603061999,go_to_checkout,0.0,,Android,,169,170
197,198,591,1714603075088,place_order,127.99290288358006,"{'flowers': 64.0, 'vase': 42.66, 'chocolate': 21.33, 'delivery_id': 324}",iOS,,170,171
79,199,810,1714603200757,install,0.0,,Android,0.0,171,172
200,201,810,1714603245819,go_to_checkout,0.0,,iOS,,172,173
80,203,691,1714603457250,install,0.0,,Android,0.0,173,174
203,204,691,1714603474916,add_to_cart,0.0,,Android,,174,175
204,205,691,1714603491748,go_to_checkout,0.0,,iOS,,175,176
81,206,22,1714603593850,install,0.0,,Android,0.0,176,177
206,207,22,1714603622755,add_to_cart,0.0,,Android,,177,178
207,208,22,1714603646803,go_to_checkout,0.0,,iOS,,178,179
208,209,22,1714603671873,place_order,231.67210222365932,"{'flowers': 154.45, 'vase': 77.22, 'chocolate': 0.0, 'delivery_id': 919}",Android,,179,180
82,210,238,1714603850741,install,0.0,,iOS,0.0,180,181
83,211,658,1714603919518,install,0.0,,Android,0.0,181,182
211,212,658,1714603944976,add_to_cart,0.0,,Android,,182,183
212,213,658,1714603957503,go_to_checkout,0.0,,iOS,,183,184
84,214,70,1714604073444,install,0.0,,Android,0.0,184,185
215,216,70,1714604114601,go_to_checkout,0.0,,iOS,,185,186
85,217,759,1714604197720,install,0.0,,Android,0.0,186,187
86,218,586,1714604302300,install,0.0,,Android,0.0,187,188
218,219,586,1714604329417,add_to_cart,0.0,,Android,,188,189
87,220,326,1714604448157,install,0.0,,Android,0.0,189,190
220,221,326,1714604465375,add_to_cart,0.0,,iOS,,190,191
221,222,326,1714604475468,go_to_checkout,0.0,,iOS,,191,192
88,223,649,1714604588151,install,0.0,,Android,0.0,192,193
224,225,147,1714604677535,add_to_cart,0.0,,Android,,193,194
90,226,358,1714604864682,install,0.0,,iOS,0.0,194,195
226,227,358,1714604881015,add_to_cart,0.0,,Android,,195,196
227,228,358,1714604894947,go_to_checkout,0.0,,Android,,196,197
91,230,117,1714605020130,install,0.0,,Android,1.0,197,198
232,233,117,1714605076980,place_order,212.5143720365063,"{'flowers': 106.26, 'vase': 70.84, 'chocolate': 35.42, 'delivery_id': 552}",Android,,198,199
92,234,7,1714605163554,install,0.0,,Android,1.0,199,200
234,235,622,1714605369184,add_to_cart,0.0,,iOS,,200,201
236,237,622,1714605419008,place_order,98.80114763597253,"{'flowers': 65.87, 'vase': 32.93, 'chocolate': 0.0, 'delivery_id': 523}",iOS,,201,202
93,238,42,1714605616010,install,0.0,,Android,1.0,202,203
238,239,42,1714605626569,add_to_cart,0.0,,Android,,203,204
240,241,42,1714605679642,place_order,155.60856005528709,"{'flowers': 77.8, 'vase': 51.87, 'chocolate': 25.93, 'delivery_id': 305}",Android,,204,205
94,242,297,1714605798854,install,0.0,,Android,1.0,205,206
95,243,164,1714605910030,install,0.0,,Android,1.0,206,207
243,244,164,1714605935875,add_to_cart,0.0,,iOS,,207,208
244,245,164,1714605954712,go_to_checkout,0.0,,Android,,208,209
245,246,164,1714605967926,place_order,193.00614268693027,"{'flowers': 193.01, 'vase': 0.0, 'chocolate': 0.0, 'delivery_id': 285}",Android,,209,210
96,247,515,1714606088212,install,0.0,,Android,1.0,210,211
247,248,515,1714606112648,add_to_cart,0.0,,Android,,211,212
249,250,276,1714606315504,add_to_cart,0.0,,Android,,212,213
98,251,87,1714606606437,install,0.0,,Android,1.0,213,214
251,252,87,1714606624691,add_to_cart,0.0,,Android,,214,215
252,253,87,1714606636507,go_to_checkout,0.0,,Android,,215,216
99,254,340,1714606826485,install,0.0,,Android,1.0,216,217
100,255,234,1714606926715,install,0.0,,Android,1.0,217,218
255,256,234,1714606941359,add_to_cart,0.0,,Android,,218,219
256,257,234,1714606956812,go_to_checkout,0.0,,Android,,219,220
257,258,234,1714606969715,place_order,232.1542661124688,"{'flowers': 116.08, 'vase': 77.38, 'chocolate': 38.69, 'delivery_id': 789}",Android,,220,221
101,259,962,1714607059188,install,0.0,,iOS,1.0,221,222
259,260,962,1714607074424,add_to_cart,0.0,,Android,,222,223
260,261,962,1714607086209,go_to_checkout,0.0,,Android,,223,224
102,262,438,1714607151141,install,0.0,,Android,1.0,224,225
262,263,438,1714607168563,add_to_cart,0.0,,Android,,225,226
103,264,848,1714607310573,install,0.0,,Android,1.0,226,227
104,267,616,1714607442559,install,0.0,,Android,1.0,227,228
267,268,616,1714607458712,add_to_cart,0.0,,Android,,228,229
269,270,1,1714607592174,add_to_cart,0.0,,Android,,229,230
106,271,72,1714607668668,install,0.0,,Android,1.0,230,231
271,272,72,1714607698133,add_to_cart,0.0,,Android,,231,232
107,273,16,1714607865185,install,0.0,,Android,1.0,232,233
273,274,16,1714607884426,add_to_cart,0.0,,iOS,,233,234
275,276,16,1714607924602,place_order,84.6760700599747,"{'flowers': 56.45, 'vase': 28.23, 'chocolate': 0.0, 'delivery_id': 228}",Android,,234,235
108,277,51,1714608014860,install,0.0,,Android,1.0,235,236
109,279,610,1714608139089,install,0.0,,Android,1.0,236,237
281,282,610,1714608204975,place_order,219.9368225548768,"{'flowers': 146.62, 'vase': 73.31, 'chocolate': 0.0, 'delivery_id': 413}",Android,,237,238
110,283,448,1714608374927,install,0.0,,Android,1.0,238,239
283,284,448,1714608396489,add_to_cart,0.0,,Android,,239,240
111,285,384,1714608506777,install,0.0,,iOS,1.0,240,241
285,286,384,1714608530688,add_to_cart,0.0,,Android,,241,242
112,287,746,1714608646067,install,0.0,,Android,1.0,242,243
287,288,746,1714608668507,add_to_cart,0.0,,Android,,243,244
289,290,746,1714608712563,place_order,170.00491438025642,"{'flowers': 170.0, 'vase': 0.0, 'chocolate': 0.0, 'delivery_id': 503}",Android,,244,245
113,291,723,1714608786249,install,0.0,,Android,1.0,245,246
291,292,723,1714608806764,add_to_cart,0.0,,iOS,,246,247
292,293,723,1714608831369,go_to_checkout,0.0,,iOS,,247,248
293,294,723,1714608857584,place_order,202.82401197875288,"{'flowers': 202.82, 'vase': 0.0, 'chocolate': 0.0, 'delivery_id': 774}",Android,,248,249
114,295,323,1714608938139,install,0.0,,Android,1.0,249,250
295,296,323,1714608951251,add_to_cart,0.0,,Android,,250,251
115,297,640,1714609118085,install,0.0,,Android,1.0,251,252
297,298,640,1714609129690,add_to_cart,0.0,,Android,,252,253
298,299,681,1714609195168,add_to_cart,0.0,,Android,,253,254
299,300,681,1714609216359,go_to_checkout,0.0,,iOS,,254,255
300,301,681,1714609237172,place_order,150.88408215896985,"{'flowers': 100.59, 'vase': 50.29, 'chocolate': 0.0, 'delivery_id': 148}",iOS,,255,256
116,302,470,1714609358327,install,0.0,,Android,1.0,256,257
302,303,470,1714609372765,add_to_cart,0.0,,Android,,257,258
303,304,470,1714609383249,go_to_checkout,0.0,,Android,,258,259
118,306,653,1714609649484,install,0.0,,Android,1.0,259,260
306,307,653,1714609673119,add_to_cart,0.0,,Android,,260,261
307,308,653,1714609686333,go_to_checkout,0.0,,iOS,,261,262
308,309,653,1714609712655,place_order,229.40239134300987,"{'flowers': 229.4, 'vase': 0.0, 'chocolate': 0.0, 'delivery_id': 541}",Android,,262,263
309,310,730,1714609821014,add_to_cart,0.0,,Android,,263,264
119,311,195,1714609935209,install,0.0,,Android,1.0,264,265
120,312,556,1714610022917,install,0.0,,Android,1.0,265,266
121,314,843,1714610138971,install,0.0,,Android,1.0,266,267
314,315,843,1714610155395,add_to_cart,0.0,,Android,,267,268
315,316,843,1714610175235,go_to_checkout,0.0,,Android,,268,269
316,317,843,1714610195666,place_order,131.1842279712411,"{'flowers': 87.46, 'vase': 43.73, 'chocolate': 0.0, 'delivery_id': 782}",Android,,269,270
122,318,345,1714610376170,install,0.0,,iOS,1.0,270,271
318,319,345,1714610397001,add_to_cart,0.0,,Android,,271,272
123,320,632,1714610554630,install,0.0,,iOS,1.0,272,273
320,321,632,1714610574097,add_to_cart,0.0,,iOS,,273,274
124,322,229,1714610653672,install,0.0,,Android,1.0,274,275
323,324,229,1714610678643,go_to_checkout,0.0,,Android,,275,276
325,326,609,1714610941966,add_to_cart,0.0,,iOS,,276,277
327,328,358,1714611170916,add_to_cart,0.0,,iOS,,277,278
127,329,769,1714611417651,install,0.0,,Android,1.0,278,279
329,330,769,1714611428252,add_to_cart,0.0,,Android,,279,280
330,331,769,1714611441953,go_to_checkout,0.0,,Android,,280,281
128,332,425,1714611564560,install,0.0,,Android,1.0,281,282
332,333,425,1714611578879,add_to_cart,0.0,,Android,,282,283
333,334,114,1714611663463,add_to_cart,0.0,,Android,,283,284
334,335,694,1714611828551,add_to_cart,0.0,,iOS,,284,285
129,336,150,1714611896719,install,0.0,,Android,1.0,285,286
130,337,174,1714612088283,install,0.0,,Android,1.0,286,287
337,338,174,1714612114650,add_to_cart,0.0,,Android,,287,288
339,340,174,1714612149004,place_order,80.76588654056121,"{'flowers': 80.77, 'vase': 0.0, 'chocolate': 0.0, 'delivery_id': 188}",Android,,288,289
131,341,696,1714612294309,install,0.0,,Android,1.0,289,290
132,342,404,1714612397964,install,0.0,,Android,1.0,290,291
133,343,424,1714612470761,install,0.0,,Android,1.0,291,292
134,344,983,1714612897151,install,0.0,,Android,1.0,292,293
345,346,983,1714612927808,go_to_checkout,0.0,,Android,,293,294
135,347,211,1714613017974,install,0.0,,iOS,1.0,294,295
347,348,77,1714613348006,add_to_cart,0.0,,Android,,295,296
348,349,718,1714613460699,add_to_cart,0.0,,Android,,296,297
349,350,718,1714613473111,go_to_checkout,0.0,,Android,,297,298
136,351,252,1714613635554,install,0.0,,iOS,1.0,298,299
137,353,536,1714613760814,install,0.0,,Android,1.0,299,300
353,354,536,1714613771969,add_to_cart,0.0,,Android,,300,301
355,356,630,1714613867263,add_to_cart,0.0,,iOS,,301,302
139,357,617,1714613939302,install,0.0,,Android,1.0,302,303
357,358,617,1714613954105,add_to_cart,0.0,,iOS,,303,304
140,359,268,1714614043052,install,0.0,,iOS,1.0,304,305
360,361,700,1714614327493,add_to_cart,0.0,,Android,,305,306
142,362,698,1714614515763,install,0.0,,Android,1.0,306,307
143,363,212,1714614837000,install,0.0,,Android,1.0,307,308
144,364,790,1714614917320,install,0.0,,Android,1.0,308,309
365,366,960,1714615116305,add_to_cart,0.0,,Android,,309,310
366,367,960,1714615129107,go_to_checkout,0.0,,Android,,310,311
367,368,960,1714615140554,place_order,95.33702785254084,"{'flowers': 47.67, 'vase': 31.78, 'chocolate': 15.89, 'delivery_id': 101}",Android,,311,312
146,369,159,1714615345014,install,0.0,,Android,1.0,312,313
369,370,159,1714615369341,add_to_cart,0.0,,Android,,313,314
147,371,166,1714615485929,install,0.0,,Android,1.0,314,315
371,372,166,1714615513755,add_to_cart,0.0,,Android,,315,316
372,373,166,1714615524144,go_to_checkout,0.0,,iOS,,316,317
373,374,232,1714615607313,add_to_cart,0.0,,iOS,,317,318
374,375,232,1714615624622,go_to_checkout,0.0,,Android,,318,319
375,376,232,1714615653230,place_order,195.54187152024724,"{'flowers': 97.77, 'vase': 65.18, 'chocolate': 32.59, 'delivery_id': 519}",iOS,,319,320
377,378,744,1714615855040,add_to_cart,0.0,,Android,,320,321
149,379,741,1714615916347,install,0.0,,Android,1.0,321,322
150,380,959,1714616023811,install,0.0,,Android,1.0,322,323
380,381,959,1714616044122,add_to_cart,0.0,,Android,,323,324
381,382,959,1714616073918,go_to_checkout,0.0,,Android,,324,325
151,383,865,1714616178315,install,0.0,,Android,1.0,325,326
383,384,865,1714616204542,add_to_cart,0.0,,Android,,326,327
384,385,448,1714616273824,add_to_cart,0.0,,Android,,327,328
152,386,214,1714616378511,install,0.0,,Android,1.0,328,329
386,387,214,1714616392006,add_to_cart,0.0,,Android,,329,330
387,388,214,1714616408434,go_to_checkout,0.0,,Android,,330,331
389,390,833,1714616545847,add_to_cart,0.0,,Android,,331,332
154,391,34,1714616713257,install,0.0,,iOS,1.0,332,333
156,393,261,1714616904250,install,0.0,,Android,1.0,333,334
393,394,261,1714616933828,add_to_cart,0.0,,iOS,,334,335
157,397,227,1714617060193,install,0.0,,iOS,1.0,335,336
158,398,926,1714617134882,install,0.0,,iOS,1.0,336,337
398,399,926,1714617150205,add_to_cart,0.0,,iOS,,337,338
399,400,926,1714617164077,go_to_checkout,0.0,,iOS,,338,339
400,401,926,1714617191683,place_order,188.459441582775,"{'flowers': 94.23, 'vase': 62.82, 'chocolate': 31.41, 'delivery_id': 464}",Android,,339,340
160,403,934,1714617373454,install,0.0,,Android,1.0,340,341
403,404,934,1714617393128,add_to_cart,0.0,,Android,,341,342
404,405,934,1714617412959,go_to_checkout,0.0,,Android,,342,343
406,407,117,1714617549346,add_to_cart,0.0,,Android,,343,344
407,408,117,1714617578295,go_to_checkout,0.0,,Android,,344,345
408,409,117,1714617591074,place_order,212.86461291948245,"{'flowers': 141.91, 'vase': 70.95, 'chocolate': 0.0, 'delivery_id': 9}",iOS,,345,346
409,410,49,1714617670239,add_to_cart,0.0,,iOS,,346,347
410,411,49,1714617691300,go_to_checkout,0.0,,Android,,347,348
414,415,183,1714618127698,add_to_cart,0.0,,Android,,348,349
415,416,183,1714618149943,go_to_checkout,0.0,,Android,,349,350
416,417,183,1714618170671,place_order,157.1527328367235,"{'flowers': 104.77, 'vase': 52.38, 'chocolate': 0.0, 'delivery_id': 502}",Android,,350,351
417,418,909,1714618275945,add_to_cart,0.0,,iOS,,351,352
418,419,909,1714618299750,go_to_checkout,0.0,,Android,,352,353
419,420,909,1714618319097,place_order,177.63106760656115,"{'flowers': 118.42, 'vase': 59.21, 'chocolate': 0.0, 'delivery_id': 89}",Android,,353,354
421,422,845,1714618478737,add_to_cart,0.0,,Android,,354,355
422,423,845,1714618499431,go_to_checkout,0.0,,Android,,355,356
164,424,859,1714618596630,install,0.0,,Android,1.0,356,357
424,425,859,1714618612668,add_to_cart,0.0,,iOS,,357,358
165,426,30,1714618905954,install,0.0,,Android,1.0,358,359
426,427,30,1714618933267,add_to_cart,0.0,,iOS,,359,360
166,428,547,1714619014607,install,0.0,,iOS,1.0,360,361
428,429,547,1714619029942,add_to_cart,0.0,,Android,,361,362
429,430,547,1714619057104,go_to_checkout,0.0,,Android,,362,363
430,431,547,1714619067826,place_order,162.37445331698632,"{'flowers': 81.19, 'vase': 54.12, 'chocolate': 27.06, 'delivery_id': 519}",Android,,363,364
167,432,433,1714619236844,install,0.0,,Android,1.0,364,365
432,433,433,1714619247239,add_to_cart,0.0,,Android,,365,366
433,434,433,1714619273008,go_to_checkout,0.0,,Android,,366,367
435,436,878,1714619382877,add_to_cart,0.0,,Android,,367,368
168,437,32,1714619645430,install,0.0,,Android,1.0,368,369
169,438,725,1714619730990,install,0.0,,Android,1.0,369,370
170,439,596,1714619798907,install,0.0,,Android,1.0,370,371
439,440,596,1714619825075,add_to_cart,0.0,,Android,,371,372
171,441,458,1714619898950,install,0.0,,iOS,1.0,372,373
441,442,560,1714619989249,add_to_cart,0.0,,Android,,373,374
172,443,180,1714620070286,install,0.0,,Android,1.0,374,375
445,446,592,1714620210752,add_to_cart,0.0,,Android,,375,376
446,447,592,1714620239474,go_to_checkout,0.0,,Android,,376,377
447,448,592,1714620252134,place_order,89.54998729297888,"{'flowers': 44.77, 'vase': 29.85, 'chocolate': 14.92, 'delivery_id': 115}",iOS,,377,378
